nome,anno,prezzo,km,motore,potenza,categoria,sorgente,tipo,rarità,colore,Set
Maruti Wagon R LXI BS IV,2016.0,350000.0,70000.0,998 CC,67.04 bhp,auto,df_auto,,,,
Maruti Omni 5 Str STD,1998.0,80000.0,70000.0,796 CC,35 bhp,auto,df_auto,,,,
Mahindra Scorpio S2 7 Seater,2017.0,850000.0,110000.0,2523 CC,75 bhp,auto,df_auto,,,,
Hyundai Santro Xing XG,2004.0,70000.0,158000.0,,,auto,df_auto,,,,
Chevrolet Spark 1.0 LS,2007.0,90000.0,93000.0,995 CC,62 bhp,auto,df_auto,,,,
Chevrolet Tavera Neo 3 10 Seats BSIII,2014.0,600000.0,110000.0,2499 CC,72.4 bhp,auto,df_auto,,,,
Maruti Alto LX,2007.0,135000.0,57000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Hyundai Accent GLE,2005.0,150000.0,120000.0,1495 CC,94 bhp,auto,df_auto,,,,
Tata Indigo CS eLX BS IV,2012.0,259000.0,35000.0,1396 CC,69 bhp,auto,df_auto,,,,
Tata Indigo CS eLS BS IV,2012.0,220000.0,90000.0,1396 CC,69 bhp,auto,df_auto,,,,
Tata Indigo eCS LX BSIV,2012.0,246000.0,35000.0,1396 CC,69 bhp,auto,df_auto,,,,
Maruti Swift Dzire VXi,2009.0,240000.0,120000.0,1298 CC,85.8 bhp,auto,df_auto,,,,
Hyundai Creta 1.4 E Plus,2018.0,946000.0,60000.0,1396 CC,88.7 bhp,auto,df_auto,,,,
Tata Indigo eCS LX BSIV,2011.0,215000.0,70000.0,1396 CC,69 bhp,auto,df_auto,,,,
Maruti Zen LX,1999.0,50000.0,60000.0,993 CC,60 bhp,auto,df_auto,,,,
Honda Amaze S i-Dtech,2013.0,310000.0,100000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Hyundai i10 Magna,2008.0,220000.0,35000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Maruti Swift Vdi BSIII,2008.0,195000.0,90000.0,1248 CC,75 bhp,auto,df_auto,,,,
Hyundai i20 Active 1.2 S,2015.0,650000.0,50000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Magna,2011.0,350000.0,98000.0,1197 CC,80 bhp,auto,df_auto,,,,
Hyundai i20 Asta 1.2,2013.0,360000.0,30000.0,1197 CC,82.85 bhp,auto,df_auto,,,,
Hyundai Elantra SX,2013.0,550000.0,50000.0,1797 CC,147.5 bhp,auto,df_auto,,,,
Hyundai Grand i10 Sportz,2016.0,490000.0,26000.0,1197 CC,82 bhp,auto,df_auto,,,,
Maruti Alto LXi,2011.0,195000.0,46000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Maruti Alto LX,2010.0,125000.0,80000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XZ,2019.0,459999.0,10000.0,1199 CC,84 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI,2015.0,275000.0,16700.0,796 CC,47.3 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2018.0,680000.0,70000.0,1248 CC,74.02 bhp,auto,df_auto,,,,
Maruti Swift Dzire ZXI,2015.0,600000.0,7967.0,1197 CC,83.14 bhp,auto,df_auto,,,,
Maruti Swift ZXI Plus,2018.0,720000.0,20000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Maruti Swift VDI BSIV,2011.0,295000.0,50000.0,,,auto,df_auto,,,,
Renault KWID RXT Optional,2016.0,356000.0,9656.0,799 CC,53.3 bhp,auto,df_auto,,,,
Hyundai i10 Era,2011.0,225000.0,50000.0,1086 CC,68.05 bhp,auto,df_auto,,,,
Ford Freestyle Titanium Diesel BSIV,2019.0,725000.0,17000.0,1498 CC,98.63 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 LT,2010.0,130000.0,50000.0,995 CC,62 bhp,auto,df_auto,,,,
Renault KWID RXT,2015.0,300000.0,10000.0,799 CC,53.3 bhp,auto,df_auto,,,,
Hyundai i20 Sportz 1.2,2013.0,400000.0,43000.0,1197 CC,82.85 bhp,auto,df_auto,,,,
Hyundai Verna 1.4 CX,2013.0,550000.0,50000.0,1396 CC,88.7 bhp,auto,df_auto,,,,
Maruti Wagon R PRIMEA,2006.0,120000.0,90000.0,998 CC,67 bhp,auto,df_auto,,,,
Mahindra Xylo D4 BSIV,2012.0,409999.0,100000.0,2498 CC,112 bhp,auto,df_auto,,,,
Hyundai Santro Xing (Non-AC),2010.0,110000.0,80000.0,1086 CC,62.1 bhp,auto,df_auto,,,,
Mahindra Bolero 2011-2019 SLX,2012.0,450000.0,120000.0,2523 CC,62.1 bhp,auto,df_auto,,,,
Maruti Swift VXI,2019.0,610000.0,5000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Ford Ecosport 1.5 DV5 MT Trend,2016.0,515000.0,68609.0,1498 CC,89.84 bhp,auto,df_auto,,,,
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018.0,925000.0,33360.0,1498 CC,98.59 bhp,auto,df_auto,,,,
Nissan Kicks XL BSIV,2019.0,860000.0,14317.0,1498 CC,104.55 bhp,auto,df_auto,,,,
Ford Figo Diesel Titanium,2012.0,225000.0,87237.0,1399 CC,68.05 bhp,auto,df_auto,,,,
Ford Figo 1.5D Trend MT,2017.0,500000.0,62960.0,1498 CC,99 bhp,auto,df_auto,,,,
Maruti Swift Dzire AMT VXI,2017.0,600000.0,26634.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Ford Figo Diesel EXI Option,2012.0,195000.0,163720.0,1399 CC,68 bhp,auto,df_auto,,,,
Maruti Wagon R LXI BS IV,2012.0,265000.0,67998.0,998 CC,67.1 bhp,auto,df_auto,,,,
Ford Freestyle Trend Diesel,2018.0,650000.0,20706.0,1499 CC,98.63 bhp,auto,df_auto,,,,
Ford Figo Aspire 1.5 TDCi Trend,2015.0,415000.0,100581.0,1498 CC,99 bhp,auto,df_auto,,,,
Renault Duster 85PS Diesel RxE Adventure,2015.0,600000.0,67303.0,1461 CC,83.8 bhp,auto,df_auto,,,,
Maruti Ritz VXi,2013.0,340000.0,79139.0,1197 CC,85.80 bhp,auto,df_auto,,,,
Hyundai Grand i10 CRDi Sportz,2014.0,350000.0,84784.0,1120 CC,70 bhp,auto,df_auto,,,,
Maruti Ritz LDi,2012.0,265000.0,130376.0,1248 CC,73.94 bhp,auto,df_auto,,,,
Tata Safari DICOR 2.2 EX 4x2,2017.0,625000.0,72000.0,2179 CC,138.03 bhp,auto,df_auto,,,,
Hyundai Verna CRDi SX,2008.0,245000.0,127000.0,1493 CC,110 bhp,auto,df_auto,,,,
Maruti Swift VDI BSIV,2014.0,395000.0,120000.0,1248 CC,74 bhp,auto,df_auto,,,,
Fiat Punto 1.3 Emotion,2010.0,190000.0,120000.0,,,auto,df_auto,,,,
Hyundai Xcent 1.1 CRDi S,2014.0,490000.0,100000.0,1120 CC,71 bhp,auto,df_auto,,,,
Toyota Etios GD,2012.0,450000.0,148000.0,,,auto,df_auto,,,,
Maruti Ertiga SHVS VDI,2018.0,955000.0,40000.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2013.0,525000.0,110000.0,1248 CC,74 bhp,auto,df_auto,,,,
Tata Tigor 1.2 Revotron XZ Option,2017.0,550000.0,30000.0,1199 CC,84 bhp,auto,df_auto,,,,
Tata Indica Vista TDI LX,2014.0,200000.0,120000.0,1405 CC,70 bhp,auto,df_auto,,,,
Ford Figo Aspire 1.2 Ti-VCT Trend,2017.0,500000.0,15000.0,1196 CC,86.8 bhp,auto,df_auto,,,,
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016.0,825000.0,33500.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Mahindra Quanto C6,2012.0,250000.0,70000.0,1493 CC,100 bhp,auto,df_auto,,,,
Toyota Etios Cross 1.2L G,2015.0,600000.0,10000.0,1197 CC,78.8 bhp,auto,df_auto,,,,
Mahindra Scorpio S7 120,2018.0,1325000.0,22053.0,2179 CC,120 bhp,auto,df_auto,,,,
Mahindra TUV 300 T8,2016.0,770000.0,50000.0,1493 CC,100 bhp,auto,df_auto,,,,
Chevrolet Optra Magnum 2.0 LS,2011.0,415000.0,78432.0,1991 CC,123.7 bhp,auto,df_auto,,,,
Hyundai Santa Fe 4X4,2011.0,825000.0,125000.0,2199 CC,194.3 bhp,auto,df_auto,,,,
Ford Aspire Trend Diesel BSIV,2018.0,530000.0,80000.0,1498 CC,99.23 bhp,auto,df_auto,,,,
Toyota Innova 2.5 V Diesel 8-seater,2006.0,425000.0,270000.0,2494 CC,102 bhp,auto,df_auto,,,,
Honda Brio V MT,2012.0,310000.0,50000.0,1198 CC,86.8 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XZ,2017.0,390000.0,20000.0,1199 CC,84 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 VTVT E Plus,2016.0,700000.0,30000.0,1591 CC,121.3 bhp,auto,df_auto,,,,
Hyundai i10 Sportz 1.1L,2010.0,200000.0,70000.0,1086 CC,68.05 bhp,auto,df_auto,,,,
Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,1050000.0,7200.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Honda City i DTEC SV,2014.0,580000.0,97000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Hyundai EON Era Plus,2014.0,200000.0,60000.0,814 CC,55.2 bhp,auto,df_auto,,,,
Chevrolet Sail Hatchback Petrol LS ABS,2013.0,245000.0,25000.0,1199 CC,84.8 bhp,auto,df_auto,,,,
Hyundai i10 Sportz,2010.0,210000.0,94000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Maruti Baleno LXI,2005.0,50000.0,90000.0,1590 CC,94 bhp,auto,df_auto,,,,
Chevrolet Captiva 2.2 LTZ AWD,2012.0,700000.0,50000.0,2231 CC,184 bhp,auto,df_auto,,,,
Tata Bolt Quadrajet XE,2019.0,660000.0,35000.0,1248 CC,74 bhp,auto,df_auto,,,,
Honda City i VTEC V,2015.0,630000.0,117500.0,1497 CC,117.3 bhp,auto,df_auto,,,,
Mahindra XUV500 W8 2WD,2012.0,950000.0,78500.0,2179 CC,140 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Asta Dual Tone,2018.0,740000.0,8000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017.0,570000.0,25000.0,1196 CC,86.8 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 SX,2012.0,450000.0,60000.0,1582 CC,126.32 bhp,auto,df_auto,,,,
Datsun RediGO 1.0 T Option,2019.0,390000.0,10000.0,999 CC,67 bhp,auto,df_auto,,,,
Ford Ikon 1.6 Nxt,2009.0,180000.0,70000.0,1597 CC,92 bhp,auto,df_auto,,,,
Tata Nano LX,2015.0,130000.0,60000.0,624 CC,37.48 bhp,auto,df_auto,,,,
Honda City 2017-2020 GXi,2006.0,270000.0,70000.0,1497 CC,78 bhp,auto,df_auto,,,,
Maruti 800 DX,1997.0,60000.0,25000.0,796 CC,37 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 Xi ABS,2006.0,170000.0,90000.0,1599 CC,103.2 bhp,auto,df_auto,,,,
Hyundai Creta 1.6 CRDi SX,2015.0,978999.0,90000.0,1582 CC,126.2 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XM,2018.0,490000.0,25000.0,1199 CC,84 bhp,auto,df_auto,,,,
Ford Fiesta Diesel Style,2012.0,280000.0,60000.0,1498 CC,88.7 bhp,auto,df_auto,,,,
Tata Tiago 1.2 Revotron XM,2018.0,390000.0,25000.0,1199 CC,84 bhp,auto,df_auto,,,,
Maruti Alto 800 VXI,2013.0,170000.0,60000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0,2008.0,45000.0,70000.0,995 CC,62 bhp,auto,df_auto,,,,
Maruti Ertiga SHVS VDI,2016.0,640000.0,80000.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Mahindra Scorpio S2 9 Seater,2015.0,650000.0,110000.0,2523 CC,75 bhp,auto,df_auto,,,,
Mahindra Scorpio LX,2013.0,500000.0,115717.0,2179 CC,120 bhp,auto,df_auto,,,,
Ford Fusion Plus 1.4 TDCi Diesel,2008.0,90000.0,110000.0,1399 CC,68 bhp,auto,df_auto,,,,
Tata Aria Pure LX 4x2,2014.0,480000.0,70000.0,2179 CC,147.9 bhp,auto,df_auto,,,,
Maruti Swift VXI,2019.0,630000.0,4000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
Hyundai i10 Sportz,2011.0,250000.0,50000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Hyundai Grand i10 Sportz,2016.0,330000.0,70000.0,1197 CC,82 bhp,auto,df_auto,,,,
Hyundai i10 Magna,2009.0,180000.0,70000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Hyundai i20 Magna,2010.0,210000.0,50000.0,1197 CC,80 bhp,auto,df_auto,,,,
Maruti Swift Dzire ZDI,2016.0,550000.0,55000.0,1248 CC,74 bhp,auto,df_auto,,,,
Tata Nexon 1.2 Revotron XZA Plus,2020.0,950000.0,5000.0,1198 CC,108.5 bhp,auto,df_auto,,,,
Mahindra Bolero 2011-2019 ZLX,2013.0,430000.0,100000.0,2523 CC,62.1 bhp,auto,df_auto,,,,
Hyundai i10 Sportz,2014.0,348000.0,23000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Maruti Alto 800 LX,2014.0,196000.0,60000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Maruti Wagon R LXI Minor,2010.0,150000.0,70000.0,1061 CC,67 bhp,auto,df_auto,,,,
Hyundai Santro Xing XS eRLX Euro III,2005.0,90000.0,82000.0,,,auto,df_auto,,,,
Maruti Wagon R LXI Minor,2009.0,150000.0,60000.0,1061 CC,67 bhp,auto,df_auto,,,,
Tata Safari Storme VX Varicor 400,2019.0,1250000.0,100000.0,2179 CC,153.86 bhp,auto,df_auto,,,,
Maruti Ertiga VDI,2015.0,600000.0,90000.0,1248 CC,88.76 bhp,auto,df_auto,,,,
Tata Nano Lx BSIV,2010.0,65000.0,26432.0,624 CC,37.48 bhp,auto,df_auto,,,,
Maruti Omni E 8 Str STD,2016.0,220000.0,46702.0,796 CC,34.2 bhp,auto,df_auto,,,,
Maruti Omni E 8 Str STD,2016.0,220000.0,46706.0,796 CC,34.2 bhp,auto,df_auto,,,,
Tata Indica V2 eXeta GLS,2006.0,110000.0,53523.0,1193 CC,64.4 bhp,auto,df_auto,,,,
Chevrolet Beat Diesel LT,2012.0,175000.0,56365.0,936 CC,56.3 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 LT,2011.0,160000.0,49563.0,995 CC,62.1 bhp,auto,df_auto,,,,
Maruti 800 Std BSIII,2004.0,65000.0,56432.0,796 CC,37 bhp,auto,df_auto,,,,
Maruti 800 AC,2002.0,60000.0,52365.0,796 CC,37 bhp,auto,df_auto,,,,
Maruti Alto LXi BSIII,2007.0,120000.0,53512.0,796 CC,46.3 bhp,auto,df_auto,,,,
Hyundai Santro Xing XG,2005.0,110000.0,53563.0,,,auto,df_auto,,,,
Mahindra Ssangyong Rexton RX7,2013.0,1000000.0,40000.0,2696 CC,184 bhp,auto,df_auto,,,,
Maruti Wagon R LXI BS IV,2010.0,220000.0,46533.0,998 CC,67.1 bhp,auto,df_auto,,,,
Maruti Omni E 8 Str STD,2005.0,105000.0,59635.0,,,auto,df_auto,,,,
Maruti Omni 8 Seater BSIV,2008.0,114999.0,58632.0,796 CC,35 bhp,auto,df_auto,,,,
Maruti Omni LPG STD BSIV,2008.0,110000.0,58632.0,,,auto,df_auto,,,,
Mahindra XUV500 AT W6 2WD,2016.0,850000.0,80000.0,2179 CC,140 bhp,auto,df_auto,,,,
Maruti Ertiga SHVS VDI,2016.0,750000.0,70000.0,1248 CC,88.5 bhp,auto,df_auto,,,,
Renault KWID 1.0 RXT Optional,2017.0,265000.0,90000.0,999 CC,67 bhp,auto,df_auto,,,,
Ford Classic 1.6 Duratec Titanium,2014.0,450000.0,110000.0,1596 CC,99.6 bhp,auto,df_auto,,,,
Mahindra Quanto C6,2013.0,225000.0,90000.0,1493 CC,100 bhp,auto,df_auto,,,,
Mahindra Scorpio S10 7 Seater,2015.0,1125000.0,70000.0,2179 CC,120 bhp,auto,df_auto,,,,
Maruti Swift VXI with ABS,2009.0,270000.0,80000.0,1197 CC,85 bhp,auto,df_auto,,,,
Maruti Alto LX,2007.0,130000.0,78000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Mahindra Bolero Power Plus SLE,2017.0,660000.0,45000.0,1493 CC,70 bhp,auto,df_auto,,,,
Maruti Alto K10 VXI,2015.0,240000.0,50000.0,998 CC,67.05 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI,2017.0,275000.0,58000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Toyota Innova 2.5 VX 8 STR BSIV,2012.0,750000.0,120000.0,2494 CC,102 bhp,auto,df_auto,,,,
Chevrolet Aveo U-VA 1.2,2007.0,65000.0,30000.0,1150 CC,76 bhp,auto,df_auto,,,,
Tata Safari Storme EX,2017.0,850000.0,162000.0,2179 CC,147.94 bhp,auto,df_auto,,,,
Maruti Wagon R LXI CNG,2016.0,300000.0,50000.0,998 CC,58.16 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Magna Executive,2018.0,555000.0,25000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Mahindra Scorpio 1.99 S6 Plus,2015.0,825000.0,60000.0,1997 CC,120 bhp,auto,df_auto,,,,
Hyundai Santro Xing GLS LPG,2010.0,150000.0,70000.0,1086 CC,62.1 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDi,2009.0,185000.0,138000.0,1248 CC,73.9 bhp,auto,df_auto,,,,
Hyundai i10 Magna,2010.0,180000.0,70000.0,1197 CC,78.9 bhp,auto,df_auto,,,,
Maruti Alto LXi,2010.0,160000.0,48000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Ford Endeavour 3.0L 4X2 AT,2012.0,500000.0,110000.0,2953 CC,153.86 bhp,auto,df_auto,,,,
Maruti Swift VDI BSIV,2014.0,375000.0,88000.0,1248 CC,74 bhp,auto,df_auto,,,,
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015.0,900000.0,68000.0,2494 CC,100.6 bhp,auto,df_auto,,,,
Hyundai Grand i10 Sportz,2017.0,459999.0,70000.0,1197 CC,82 bhp,auto,df_auto,,,,
Renault Duster 85PS Diesel RxL,2014.0,480000.0,80000.0,1461 CC,83.8 bhp,auto,df_auto,,,,
Maruti Swift VDI,2013.0,320000.0,100000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Swift VDI,2013.0,370000.0,96000.0,1248 CC,74 bhp,auto,df_auto,,,,
Hyundai Santro Xing Base,2005.0,80000.0,123219.0,,,auto,df_auto,,,,
Maruti Zen LX,2002.0,75000.0,30000.0,993 CC,60 bhp,auto,df_auto,,,,
Maruti Ritz LDi,2016.0,400000.0,60000.0,1248 CC,73.94 bhp,auto,df_auto,,,,
Honda City 1.5 GXI CVT,2005.0,250000.0,90000.0,,,auto,df_auto,,,,
Maruti Swift VDI BSIV,2014.0,425000.0,65000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Celerio ZXI,2014.0,325000.0,48000.0,998 CC,67.04 bhp,auto,df_auto,,,,
Hyundai Grand i10 Magna,2016.0,350000.0,65300.0,1197 CC,82 bhp,auto,df_auto,,,,
Hyundai i20 1.2 Asta Dual Tone,2018.0,600000.0,40000.0,1197 CC,81.83 bhp,auto,df_auto,,,,
Chevrolet Beat Diesel,2012.0,120000.0,60000.0,936 CC,57.6 bhp,auto,df_auto,,,,
Maruti Alto K10 2010-2014 VXI,2012.0,200000.0,70000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Maruti Alto LXi BSIII,2008.0,100000.0,70000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Hyundai Grand i10 CRDi Asta,2014.0,350000.0,70000.0,1120 CC,70 bhp,auto,df_auto,,,,
Maruti Alto LXi,2006.0,85000.0,150000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Maruti Alto K10 VXI Optional,2019.0,399000.0,10000.0,998 CC,67.05 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 CRDI,2014.0,580000.0,56000.0,1582 CC,126.3 bhp,auto,df_auto,,,,
Datsun RediGO T Option,2017.0,290000.0,30000.0,799 CC,53.64 bhp,auto,df_auto,,,,
Hyundai Grand i10 Magna,2014.0,380000.0,50000.0,1197 CC,82 bhp,auto,df_auto,,,,
Ford Figo Diesel EXI,2010.0,200000.0,120000.0,1399 CC,68 bhp,auto,df_auto,,,,
Maruti Wagon R LXI CNG,2018.0,390000.0,40000.0,998 CC,58.16 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000.0,27500.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Maruti Ertiga VDI,2012.0,520000.0,73000.0,1248 CC,88.76 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2017.0,650000.0,75000.0,1248 CC,74 bhp,auto,df_auto,,,,
Renault KWID Climber 1.0 MT,2018.0,380000.0,5000.0,999 CC,67 bhp,auto,df_auto,,,,
Maruti Wagon R LXI LPG BSIV,2010.0,275000.0,50000.0,998 CC,58.2 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2015.0,520000.0,70000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Swift Dzire VDI,2015.0,610000.0,60000.0,1248 CC,74 bhp,auto,df_auto,,,,
Maruti Wagon R LXI,2004.0,85000.0,110000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Renault Duster 85PS Diesel RxL Optional,2013.0,490000.0,95000.0,1461 CC,83.8 bhp,auto,df_auto,,,,
Hyundai EON Era Plus,2015.0,229999.0,34000.0,814 CC,55.2 bhp,auto,df_auto,,,,
Hyundai Grand i10 Sportz,2015.0,411000.0,25000.0,1197 CC,82 bhp,auto,df_auto,,,,
Maruti Eeco CNG 5 Seater AC BSIV,2019.0,362000.0,120000.0,1196 CC,61.7 bhp,auto,df_auto,,,,
Toyota Etios Cross 1.4L GD,2014.0,550000.0,31000.0,1364 CC,67.06 bhp,auto,df_auto,,,,
Maruti Wagon R LXI CNG,2018.0,459999.0,70000.0,998 CC,58.16 bhp,auto,df_auto,,,,
Maruti Ritz VXi (ABS) BS IV,2011.0,190000.0,47000.0,1197 CC,85.80 bhp,auto,df_auto,,,,
Hyundai Santro Magna AMT BSIV,2019.0,499000.0,5000.0,1086 CC,68 bhp,auto,df_auto,,,,
Maruti Eeco 7 Seater Standard BSIV,2018.0,358000.0,44000.0,1196 CC,73 bhp,auto,df_auto,,,,
Toyota Etios Diesel TRD Sportivo,2012.0,278000.0,120000.0,1364 CC,67.1 bhp,auto,df_auto,,,,
Fiat Grande Punto EVO 1.3 Active,2014.0,320000.0,39395.0,1248 CC,75 bhp,auto,df_auto,,,,
Renault Fluence 1.5,2013.0,580000.0,67000.0,1461 CC,108.5 bhp,auto,df_auto,,,,
Honda City VX CVT,2019.0,1300000.0,20000.0,1497 CC,117.6 bhp,auto,df_auto,,,,
Honda Amaze VX i-DTEC,2018.0,825000.0,40000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Toyota Corolla AE,2004.0,170000.0,120000.0,1794 CC,125 bhp,auto,df_auto,,,,
Toyota Fortuner 4x4 MT,2014.0,1700000.0,80000.0,2982 CC,168.5 bhp,auto,df_auto,,,,
Hyundai Santro Sportz BSIV,2018.0,490000.0,7000.0,1086 CC,68 bhp,auto,df_auto,,,,
Mahindra XUV500 W4,2018.0,1050000.0,15000.0,2179 CC,140 bhp,auto,df_auto,,,,
Chevrolet Beat LT,2016.0,210000.0,50000.0,1199 CC,76.8 bhp,auto,df_auto,,,,
Mahindra Scorpio Intelli Hybrid S10,2016.0,1250000.0,30000.0,2179 CC,120 bhp,auto,df_auto,,,,
Maruti Swift VDI,2012.0,320000.0,120000.0,1248 CC,74 bhp,auto,df_auto,,,,
Chevrolet Optra Magnum 2.0 LT,2012.0,400000.0,64000.0,1991 CC,123.7 bhp,auto,df_auto,,,,
Maruti Ritz VDi,2013.0,320000.0,120000.0,1248 CC,73.94 bhp,auto,df_auto,,,,
Toyota Corolla Altis Diesel D4DG,2012.0,600000.0,85000.0,1364 CC,87.2 bhp,auto,df_auto,,,,
Maruti Alto K10 2010-2014 VXI,2012.0,275000.0,50000.0,998 CC,67.1 bhp,auto,df_auto,,,,
Maruti Alto LXi,2009.0,170000.0,59000.0,796 CC,46.3 bhp,auto,df_auto,,,,
Chevrolet Beat Diesel LT,2012.0,155000.0,98000.0,936 CC,57.6 bhp,auto,df_auto,,,,
Tata Indica Vista Quadrajet LS,2012.0,240000.0,70000.0,,0,auto,df_auto,,,,
Tata Indica Vista Quadrajet LS,2012.0,240000.0,70000.0,,0,auto,df_auto,,,,
Maruti Swift VDI BSIV,2011.0,320000.0,120000.0,,,auto,df_auto,,,,
Renault Duster 85PS Diesel RxL Plus,2015.0,620000.0,140000.0,1461 CC,83.8 bhp,auto,df_auto,,,,
Hyundai Grand i10 1.2 Kappa Sportz Option,2017.0,530000.0,50000.0,1197 CC,81.86 bhp,auto,df_auto,,,,
Toyota Etios Liva VD,2015.0,550000.0,40000.0,1364 CC,67.04 bhp,auto,df_auto,,,,
Honda City i DTEC SV,2014.0,600000.0,90000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Mahindra XUV500 W4,2014.0,649000.0,117000.0,2179 CC,140 bhp,auto,df_auto,,,,
Honda City i DTEC SV,2014.0,625000.0,90000.0,1498 CC,98.6 bhp,auto,df_auto,,,,
Chevrolet Spark 1.0 PS,2010.0,125000.0,70000.0,995 CC,63 bhp,auto,df_auto,,,,
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009.0,305000.0,230000.0,2499 CC,72.4 bhp,auto,df_auto,,,,
Maruti SX4 ZXI MT BSIV Leather,2010.0,285000.0,155000.0,1586 CC,103.3 bhp,auto,df_auto,,,,
Tata Xenon XT EX 4X4,2015.0,600000.0,60000.0,2179 CC,138.03 bhp,auto,df_auto,,,,
Mahindra KUV 100 mFALCON G80 K8,2016.0,426000.0,110000.0,1198 CC,82 bhp,auto,df_auto,,,,
Tata Indica Vista Terra 1.4 TDI,2010.0,180000.0,120000.0,1405 CC,71 bhp,auto,df_auto,,,,
Hyundai Verna 1.6 VGT CRDi,2011.0,400000.0,100000.0,1582 CC,126.32 bhp,auto,df_auto,,,,
Chevrolet Beat LS,2010.0,120000.0,40000.0,1199 CC,79.4 bhp,auto,df_auto,,,,
Tata Manza Aura (ABS) Quadrajet BS IV,2012.0,300000.0,110000.0,1248 CC,88.8 bhp,auto,df_auto,,,,
Maruti Alto K10 2010-2014 VXI,2011.0,190000.0,92500.0,998 CC,67.1 bhp,auto,df_auto,,,,
Maruti Alto 800 LXI,2017.0,310000.0,20000.0,796 CC,47.3 bhp,auto,df_auto,,,,
Renault KWID RXL,2019.0,380000.0,15000.0,799 CC,53.3 bhp,auto,df_auto,,,,
Mahindra Bolero Power Plus ZLX,2019.0,740000.0,14000.0,1493 CC,70 bhp,auto,df_auto,,,,
Datsun RediGO T Option,2016.0,260000.0,35000.0,799 CC,53.64 bhp,auto,df_auto,,,,
Maruti Alto K10 VXI,2017.0,320000.0,32000.0,998 CC,67.05 bhp,auto,df_auto,,,,
Maruti Wagon R LXI CNG,2013.0,211000.0,90000.0,998 CC,58.16 bhp,auto,df_auto,,,,
Maruti Swift Dzire VXI 1.2 BS IV,2018.0,650000.0,35000.0,1197 CC,81.80 bhp,auto,df_auto,,,,
